"","DATE","TEAM","ID.TEAM","OPPTEAM","FGM.TEAM","FGA.TEAM","X3PM.TEAM","X3PA.TEAM","FTA.TEAM","FTM.TEAM","OREB.TEAM","DREB.TEAM","REB.TEAM","AST.TEAM","TOV.TEAM","STL.TEAM","BLK.TEAM","PF.TEAM","PTS.TEAM","P.M.TEAM","HOME.TEAM","FGM.AVG.TEAM","FGA.AVG.TEAM","X3PM.AVG.TEAM","X3PA.AVG.TEAM","FTA.AVG.TEAM","FTM.AVG.TEAM","OREB.AVG.TEAM","DREB.AVG.TEAM","REB.AVG.TEAM","AST.AVG.TEAM","TOV.AVG.TEAM","STL.AVG.TEAM","BLK.AVG.TEAM","PF.AVG.TEAM","PTS.AVG.TEAM","P.M.AVG.TEAM","FGM.AVG.5.TEAM","FGA.AVG.5.TEAM","X3PM.AVG.5.TEAM","X3PA.AVG.5.TEAM","FTA.AVG.5.TEAM","FTM.AVG.5.TEAM","OREB.AVG.5.TEAM","DREB.AVG.5.TEAM","REB.AVG.5.TEAM","AST.AVG.5.TEAM","TOV.AVG.5.TEAM","STL.AVG.5.TEAM","BLK.AVG.5.TEAM","PF.AVG.5.TEAM","PTS.AVG.5.TEAM","P.M.AVG.5.TEAM","TEAM.1","FGM.OPP","FGA.OPP","X3PM.OPP","X3PA.OPP","FTA.OPP","FTM.OPP","OREB.OPP","DREB.OPP","REB.OPP","AST.OPP","TOV.OPP","STL.OPP","BLK.OPP","PF.OPP","PTS.OPP","P.M.OPP","HOME.OPP","FGM.AVG.OPP","FGA.AVG.OPP","X3PM.AVG.OPP","X3PA.AVG.OPP","FTA.AVG.OPP","FTM.AVG.OPP","OREB.AVG.OPP","DREB.AVG.OPP","REB.AVG.OPP","AST.AVG.OPP","TOV.AVG.OPP","STL.AVG.OPP","BLK.AVG.OPP","PF.AVG.OPP","PTS.AVG.OPP","P.M.AVG.OPP","FGM.AVG.5.OPP","FGA.AVG.5.OPP","X3PM.AVG.5.OPP","X3PA.AVG.5.OPP","FTA.AVG.5.OPP","FTM.AVG.5.OPP","OREB.AVG.5.OPP","DREB.AVG.5.OPP","REB.AVG.5.OPP","AST.AVG.5.OPP","TOV.AVG.5.OPP","STL.AVG.5.OPP","BLK.AVG.5.OPP","PF.AVG.5.OPP","PTS.AVG.5.OPP","P.M.AVG.5.OPP","SPREAD","EFF.FG.TEAM","NRtg.TEAM.AVG"
"29","2016-10-27","CHICAGO BULLS",27,"BOSTON CELTICS",36,92,11,25,22,30,18,37,55,25,12,5,1,21,105,6,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"BOSTON CELTICS",38,76,8,23,15,24,3,33,36,22,11,6,6,25,99,-6,FALSE,48,89,11,32,15,18,12,35,47,36,19,13,9,20,122,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"30","2016-10-27","LA CLIPPERS",29,"PORTLAND TRAIL BLAZERS",37,91,8,29,32,46,15,33,48,12,7,10,4,25,114,8,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"PORTLAND TRAIL BLAZERS",39,85,4,18,24,32,9,39,48,18,14,4,4,34,106,-8,TRUE,39,75,13,19,22,22,5,29,34,22,12,5,3,18,113,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
"31","2016-10-27","PORTLAND TRAIL BLAZERS",30,"LA CLIPPERS",39,85,4,18,24,32,9,39,48,18,14,4,4,34,106,-8,TRUE,39,75,13,19,22,22,5,29,34,22,12,5,3,18,113,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LA CLIPPERS",37,91,8,29,32,46,15,33,48,12,7,10,4,25,114,8,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0.606666666666667,0
"32","2016-10-27","SACRAMENTO KINGS",28,"SAN ANTONIO SPURS",28,70,6,20,32,38,6,34,40,22,15,7,0,21,94,-8,TRUE,44,86,6,21,19,26,10,31,41,24,13,5,5,20,113,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SAN ANTONIO SPURS",36,79,6,18,24,27,9,31,40,23,9,10,8,26,102,8,FALSE,47,98,12,24,23,26,21,34,55,25,13,13,3,19,129,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0.546511627906977,-16.4483424188319
"33","2016-10-27","SAN ANTONIO SPURS",33,"SACRAMENTO KINGS",36,79,6,18,24,27,9,31,40,23,9,10,8,26,102,8,FALSE,47,98,12,24,23,26,21,34,55,25,13,13,3,19,129,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"SACRAMENTO KINGS",28,70,6,20,32,38,6,34,40,22,15,7,0,21,94,-8,TRUE,44,86,6,21,19,26,10,31,41,24,13,5,5,20,113,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.540816326530612,16.4483424188319
"34","2016-10-27","WASHINGTON WIZARDS",31,"ATLANTA HAWKS",40,94,6,20,13,18,12,28,40,25,19,14,4,20,99,-15,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"ATLANTA HAWKS",44,88,12,26,14,18,14,38,52,28,21,13,7,19,114,15,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,0,0
"35","2016-10-28","BROOKLYN NETS",35,"INDIANA PACERS",38,87,10,33,17,20,12,40,52,20,16,6,4,23,103,9,TRUE,43,97,15,44,16,20,15,29,44,22,16,8,3,19,117,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"INDIANA PACERS",37,98,7,24,13,20,14,35,49,22,13,7,6,22,94,-9,FALSE,47,93,10,19,26,34,8,44,52,30,16,11,6,23,130,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.520618556701031,-12.1798110758041
"36","2016-10-28","CHARLOTTE HORNETS",50,"MIAMI HEAT",35,92,7,22,20,24,13,36,49,20,8,10,9,20,97,6,FALSE,40,89,7,23,20,24,11,40,51,27,10,5,10,22,107,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIAMI HEAT",32,86,14,34,13,20,11,41,52,19,19,2,4,23,91,-6,TRUE,47,97,4,16,10,16,16,36,52,27,10,5,7,22,108,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.48876404494382,-1.05018059754637
"37","2016-10-28","CLEVELAND CAVALIERS",49,"TORONTO RAPTORS",33,79,12,32,16,22,9,31,40,20,17,8,3,15,94,3,FALSE,45,94,13,35,14,19,11,40,51,31,14,12,5,22,117,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"TORONTO RAPTORS",35,90,4,16,17,18,18,33,51,12,18,9,3,20,91,-3,TRUE,41,86,3,18,24,29,14,37,51,17,11,8,0,22,109,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.547872340425532,8.17571832947081
"38","2016-10-28","DALLAS MAVERICKS",48,"HOUSTON ROCKETS",35,80,8,29,20,24,6,28,34,13,9,11,2,21,98,-8,TRUE,45,104,18,48,13,18,10,39,49,26,15,8,8,27,121,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"HOUSTON ROCKETS",33,70,15,32,25,31,5,36,41,21,18,6,1,22,106,8,FALSE,44,86,7,29,19,27,10,29,39,29,14,10,1,23,114,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8,0.519230769230769,6.78158574128126
